0.072964206,0.661401451,-0.501750052,0.39634946,0.771277606,-0.583235323,0.033219703,0.222920775,-0.727935672,0.46486035,0.323547721,-0.677641749,0.062982708,0.475482404,-1.280570865,0.464571625,0.530359268,-1.054572821,0.087586679,0.538220525,-1.381382227,0.464460075,0.527654767,-1.151423335,0.082780324,0.611420751,-1.331999063,0.468403161,0.605593085,-1.125778198,0.095004417,0.595816612,-1.273716211,0.451941341,0.581369936,-1.054106832,0.185275197,0.140566111,-0.013840279,0.350421071,0.167313129,0.014293259,0.176891387,-0.025287865,0.605958343,0.386075735,-0.006923086,0.501260936,0.171858713,-0.099335015,1.316346526,0.362324059,-0.042645313,1.175716519,0
0.569150627,0.277810276,-0.150584653,0.447400242,0.275258452,-0.161863744,0.573792994,0.445839763,-0.065063909,0.460949272,0.440052301,-0.032807581,0.542382181,0.539728761,-0.120667897,0.490031779,0.537022471,-0.016821045,0.536154866,0.573632658,-0.144093245,0.487512767,0.57721144,-0.030782592,0.531967163,0.562253892,-0.166921899,0.482269138,0.566996574,-0.065401562,0.529588342,0.548822045,-0.130412742,0.483272552,0.551705897,-0.030558486,0.537984669,0.590830803,-0.011505606,0.475468218,0.584795892,0.01169565,0.533553421,0.822800517,-0.039415557,0.467268646,0.823837459,-0.026428014,0.536444306,1.010510445,0.217232019,0.501475871,0.993078589,0.221134663,1
0.609096408,0.124430433,-0.312114179,0.462064415,0.131971434,-0.249090642,0.597575784,0.399105549,-0.219866797,0.421766132,0.397480547,-0.202793986,0.612812281,0.648634911,-0.258450896,0.401921123,0.613775015,-0.212042883,0.633159339,0.706534207,-0.286101669,0.39533931,0.675279677,-0.231387809,0.598728895,0.699160576,-0.319356352,0.412543297,0.674862444,-0.283957213,0.583557725,0.670969844,-0.271342546,0.424954712,0.656641781,-0.23513253,0.531259298,0.597891331,-0.023628376,0.526833355,0.594031394,0.023798967,0.542914987,0.947153211,0.048991956,0.581572235,0.962887228,0.172822073,0.555600226,1.173308849,0.430099249,0.585043609,1.239931345,0.399372309,1
0.434543848,0.061227884,-0.070131354,0.433670044,0.035697211,-0.193251044,0.403846741,0.299250543,0.130963787,0.431471288,0.290872604,0.054508984,0.447555244,0.43899855,0.365900069,0.424201161,0.431105167,0.435366243,0.45008415,0.494399995,0.376452982,0.424100637,0.488801867,0.467087328,0.456510246,0.47978273,0.36327219,0.430219501,0.478413343,0.450303704,0.447778553,0.462085843,0.36155358,0.430682898,0.461315572,0.436828673,0.455890179,0.606520355,0.019429291,0.406787306,0.599601269,-0.019071817,0.484135449,0.952459216,0.186440006,0.376922399,0.987492025,0.109411456,0.500085235,1.312078238,0.64178431,0.380518019,1.354299545,0.541399837,1
0.589714766,0.376134902,-0.19475542,0.592131615,0.385929823,0.111816034,0.534768462,0.396644592,-0.264071047,0.543513656,0.417605579,0.179760665,0.475243866,0.388169467,-0.250021487,0.489347607,0.413805276,0.137225583,0.460256904,0.379922092,-0.28639707,0.491293281,0.411815345,0.137105793,0.460096598,0.37476027,-0.26986444,0.488694131,0.407818168,0.108012103,0.465142906,0.379632622,-0.243358612,0.474514484,0.400667816,0.122220673,0.588657618,0.592399538,-0.091075793,0.586834669,0.590945959,0.091037408,0.589260697,0.749288678,-0.040138729,0.588584006,0.742381871,0.146056294,0.601743102,0.900995195,0.023876164,0.602878034,0.880949378,0.228187323,0
0.665773094,0.442517728,-0.115755305,0.551797509,0.456654817,-0.06792596,0.69473511,0.587999284,-0.072675325,0.528954566,0.581699431,-0.116107047,0.727233112,0.719525576,-0.190235466,0.495036423,0.676758826,-0.354652792,0.747883856,0.761112273,-0.224832207,0.480419725,0.711501479,-0.402598292,0.746878624,0.763828039,-0.268281788,0.482500374,0.711460054,-0.443086088,0.738033533,0.750754058,-0.209093809,0.488520861,0.702479064,-0.378368586,0.647805929,0.768665314,-0.015589776,0.581176579,0.773836076,0.016044682,0.648764968,0.957905173,-0.243186384,0.594974518,0.963250756,0.088059589,0.661853373,1.157752275,-0.043846913,0.610446811,1.028125405,0.425032198,1
0.445009559,0.473272026,-0.046323434,0.393749803,0.504494429,0.190416023,0.47396341,0.470686734,-0.204560801,0.368333966,0.527152479,0.334740818,0.44258666,0.357738197,-0.235901117,0.348557562,0.459063202,0.42903623,0.439753205,0.327075034,-0.247457579,0.341302872,0.443537772,0.448913157,0.434473842,0.331086457,-0.231882051,0.344740719,0.438217372,0.440579236,0.432937235,0.348077476,-0.22934711,0.349497736,0.445209295,0.424721003,0.427873611,0.773593903,-0.071903124,0.387623221,0.770682454,0.072159924,0.41448307,0.988505721,-0.070814475,0.392957866,0.989313602,0.074907303,0.410212189,1.170063019,0.029844904,0.397287339,1.183586717,0.111108743,1
0.572312832,0.851844728,-0.14829199,0.507301986,0.843327224,-0.174434811,0.608908594,0.764547884,-0.137542203,0.534357965,0.760783076,-0.146747336,0.605659544,0.799769163,-0.140713498,0.543875575,0.789315343,-0.088293985,0.608446062,0.807768703,-0.143092871,0.543318987,0.793190956,-0.085106827,0.596827149,0.825329661,-0.14830786,0.546724558,0.811401904,-0.084729418,0.594025433,0.820673347,-0.141263813,0.549556136,0.80750072,-0.085488349,0.608349264,0.537068307,-0.005708752,0.56715095,0.53693074,0.005268294,0.666579425,0.398255974,0.057396632,0.6007936,0.370862365,0.051870488,0.694324493,0.224024981,-0.130011618,0.661274791,0.224195272,-0.122698709,1
0.510344267,0.258032858,0.12965551,0.49620229,0.249014765,-0.216713384,0.484542847,0.406266272,0.159945875,0.459168971,0.400788724,-0.2558375,0.475525141,0.538572848,0.083023921,0.443867266,0.55093199,-0.237650782,0.473158449,0.579394996,0.07494995,0.433295161,0.586856008,-0.265578836,0.475934923,0.578070343,0.050369628,0.438183695,0.588288724,-0.271002829,0.475560844,0.564299047,0.068407103,0.442790836,0.578904748,-0.237787843,0.494777203,0.569436848,0.099938042,0.48612088,0.569557548,-0.099980459,0.501899779,0.796495199,0.115900375,0.500433266,0.811883867,-0.09133774,0.480513513,1.012287021,0.191584513,0.497240454,1.037692547,-0.015982624,1
0.535091877,0.293260455,-0.076995827,0.412833273,0.298138171,-0.097376175,0.553382516,0.441488564,-0.01360866,0.374046713,0.431687593,-0.176831171,0.581768274,0.57377398,-0.112504348,0.370375097,0.428489357,-0.455402851,0.590815961,0.611070991,-0.137498677,0.362451166,0.427246213,-0.504148304,0.588849902,0.614238918,-0.170858696,0.367032796,0.410070509,-0.52544111,0.584293962,0.604606628,-0.127041042,0.373018712,0.411393523,-0.470216274,0.517012239,0.598517597,-0.003158582,0.449161202,0.602226555,0.003224971,0.526036561,0.838822842,-0.012306386,0.471160114,0.831289053,0.023041029,0.527680516,1.048077106,0.169650525,0.481755018,0.996684253,0.221110865,1
